date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19470811,-0.62,-0.47,-0.33,-0.62,-0.47,-0.42
19470812,1.13,1.27,1.85,0.67,0.86,1.23
19470813,0.30,-0.10,-0.03,-0.08,-0.04,-0.40
19470814,0.07,0.32,0.55,0.06,0.20,0.70
19470815,0.80,0.93,1.30,0.72,0.78,1.37
19470818,-0.13,-0.08,-0.20,-0.44,-0.07,-0.43
19470819,-0.34,-0.40,-0.76,-0.28,-0.26,-0.44
19470820,-0.50,-0.29,-0.74,-0.25,-0.56,-0.54
19470821,0.58,0.09,0.23,0.24,0.21,0.62
19470822,-0.02,0.15,0.36,0.19,0.25,0.12
19470825,-1.70,-1.54,-1.98,-1.46,-1.28,-2.27
19470826,-0.08,0.12,0.35,0.08,-0.09,0.41
19470827,0.57,0.31,0.40,0.31,0.02,0.01
19470828,0.25,0.18,0.39,-0.23,0.07,-0.18
19470829,0.60,0.66,0.75,0.74,0.76,0.82
19470902,0.66,0.26,0.71,0.46,0.58,0.51
19470903,0.23,0.21,0.46,-0.17,-0.09,-0.18
19470904,-1.22,-1.41,-2.23,-1.15,-1.16,-2.00
19470905,-0.51,-0.33,0.06,-0.29,-0.18,-0.01
19470908,-0.82,-1.21,-1.60,-1.19,-1.39,-1.82
19470909,-0.09,-0.06,0.70,0.19,0.05,0.78
19470910,0.87,1.11,1.01,0.65,0.99,1.39
19470911,0.66,0.60,0.85,0.40,0.38,0.09
19470912,-0.03,-0.32,-0.38,-0.30,-0.12,-0.66
19470915,-0.52,-0.20,-0.50,-0.52,-0.38,-0.32
19470916,0.64,0.74,1.49,0.59,0.98,1.31
19470917,1.90,1.84,2.51,1.46,1.16,1.81
19470918,0.23,-0.10,-0.54,-0.30,-0.25,-0.60
19470919,-0.38,-0.21,-0.45,-0.01,-0.32,-0.42
19470922,-0.34,-0.27,0.09,-0.12,-0.14,-0.07
19470923,-1.04,-1.06,-1.39,-1.15,-1.37,-1.71
19470924,0.05,0.35,0.70,0.03,0.38,0.60
19470925,-0.49,-0.21,-0.61,-0.51,-0.63,-0.63
19470926,-0.19,-0.22,-0.02,0.04,-0.31,-0.14
19470929,-0.02,0.19,0.50,0.41,0.37,0.82
19470930,0.86,0.70,1.37,0.83,0.85,1.18
19471001,0.72,1.11,1.19,0.28,0.60,0.65
19471002,0.08,0.02,-0.11,-0.04,0.09,0.00
19471003,1.08,0.87,1.28,0.44,0.63,1.06
19471004,0.39,0.40,0.49,0.09,0.20,0.39
19471006,0.05,0.09,-0.04,0.17,0.10,-0.29
19471007,-0.08,0.09,0.05,-0.02,0.01,-0.21
19471008,-0.13,-0.42,-0.43,-0.42,-0.62,-0.91
19471009,-0.05,0.26,0.63,0.39,0.62,0.46
19471010,0.97,0.75,0.94,0.19,0.33,0.32
19471011,0.59,0.54,0.99,0.01,0.15,0.34
19471014,1.45,1.49,2.06,1.35,1.24,2.00
19471015,0.88,0.46,0.42,0.39,0.29,0.14
19471016,0.14,0.21,-0.11,0.19,0.05,0.05
19471017,-0.23,-0.02,-0.36,0.17,0.14,0.17
19471018,-0.05,0.31,0.26,0.46,0.38,0.84
19471020,0.84,0.80,1.28,0.71,0.48,1.28
19471021,-0.19,-0.25,-0.42,-0.12,-0.05,-0.12
19471022,-0.30,-0.01,-0.17,-0.28,-0.16,-0.56
19471023,0.18,-0.04,0.05,0.06,0.21,0.17
19471024,-1.51,-1.56,-2.31,-1.08,-1.21,-1.88
19471025,0.02,0.16,0.29,0.11,0.16,0.20
19471027,-0.25,0.04,-0.44,-0.06,-0.01,0.33
19471028,-0.04,0.00,0.04,0.17,0.12,-0.06
19471029,-0.40,-0.64,-1.08,-0.29,-0.42,-0.57
19471030,-1.46,-2.21,-2.29,-1.08,-1.26,-1.26
19471031,0.86,0.87,0.84,0.42,0.89,0.55
19471101,0.14,0.25,0.33,0.27,0.24,0.15
19471103,-0.14,-0.23,-0.44,-0.20,-0.17,0.15
19471105,-0.76,-0.99,-0.98,-0.48,-0.51,-1.04
19471106,-0.18,-0.20,-0.42,0.01,0.11,0.10
19471107,-0.24,0.27,-0.18,-0.31,-0.06,-0.31
19471108,0.09,-0.04,0.02,0.01,0.02,0.06
19471110,-0.19,0.14,0.29,0.37,0.40,0.31
19471112,-0.62,-0.12,-0.30,-0.15,-0.21,-0.34
19471113,-0.45,-0.83,-0.91,-0.52,-0.70,-0.78
19471114,-0.07,-0.13,0.26,-0.04,0.07,0.34
19471115,0.02,0.03,0.26,0.16,0.16,0.19
19471117,-0.44,-0.63,0.08,0.04,-0.14,0.14
19471118,0.98,1.09,1.78,0.67,0.58,1.24
19471119,0.62,0.78,0.62,0.29,0.25,0.36
19471120,-0.28,0.12,0.07,0.49,0.17,0.66
19471121,-0.02,0.04,-0.12,-0.44,-0.34,-0.27
19471122,0.21,-0.18,-0.19,-0.04,-0.10,-0.25
19471124,-0.39,-0.50,-0.82,-0.59,-0.43,-0.49
19471125,-0.95,-0.52,-0.42,-0.30,-0.11,-0.42
19471126,-0.31,-0.36,0.05,-0.23,-0.02,-0.19
19471128,-1.17,-1.09,-1.20,-0.96,-0.67,-1.05
19471129,-0.40,-0.27,-0.42,-0.13,-0.04,-0.33
19471201,0.33,0.30,0.61,0.64,0.46,0.83
19471202,-0.35,0.21,0.22,0.16,0.26,0.31
19471203,-0.82,-0.80,-1.09,-0.74,-0.66,-0.90
19471204,-0.82,-0.69,-0.74,-0.62,-0.49,-0.69
19471205,-0.88,-1.49,-1.88,-1.65,-1.16,-1.26
19471206,0.00,0.14,0.48,0.11,-0.15,0.19
19471208,0.47,0.79,1.22,0.73,0.84,1.14
19471209,0.48,0.34,1.04,0.24,0.57,0.68
19471210,0.58,0.59,0.27,0.08,0.24,0.48
19471211,-0.25,-0.14,-0.48,0.11,0.23,0.20
19471212,0.74,0.56,1.25,0.58,0.57,0.97
19471213,0.45,0.63,1.48,0.63,0.62,0.87
19471215,0.78,0.69,1.18,0.38,0.55,1.08
19471216,-0.99,-0.26,-0.59,-0.03,-0.04,-0.38
19471217,0.43,0.25,0.84,0.13,0.33,0.93
19471218,-0.54,-0.11,-0.16,-0.12,0.15,-0.40
19471219,0.56,0.49,0.31,0.36,0.30,0.68
19471220,0.87,0.74,1.26,0.56,0.87,1.49
19471222,-0.36,0.09,-0.50,-0.30,-0.13,-0.31
19471223,0.34,-0.24,0.18,0.21,0.19,1.31
19471224,0.12,-0.17,-0.06,-0.04,-0.04,-0.27
19471226,-1.20,-1.03,-1.58,-0.53,-0.78,-0.87
19471227,-0.06,-0.16,-0.43,-0.14,-0.10,-0.23
19471229,-0.95,-0.43,-1.17,-0.34,-0.33,-0.69
19471230,0.74,0.54,1.12,1.02,0.70,1.05
19471231,0.57,0.62,0.37,0.63,0.45,0.29
19480102,1.09,0.76,1.60,0.04,0.37,1.17
19480105,0.00,-0.21,-0.86,-0.76,-1.07,-1.47
19480106,-0.32,-0.83,-0.73,-0.66,-0.50,-0.82
19480107,0.08,0.50,1.06,0.32,0.89,0.68
19480108,0.67,0.70,1.32,0.57,0.42,0.92
19480109,-0.41,0.18,-0.15,-0.39,-0.35,-0.52
19480110,-0.25,-0.01,-0.04,0.15,-0.01,0.09
19480112,-0.53,-0.61,-0.52,-0.50,-0.71,-0.66
19480113,-1.16,-1.14,-1.89,-0.93,-1.62,-1.96
19480114,0.35,-0.23,0.39,-0.31,-0.11,0.09
19480115,-0.17,-0.08,0.13,-0.30,-0.27,-0.45
19480116,0.01,-0.20,0.65,-0.16,-0.01,0.22
19480117,0.11,-0.01,-0.24,0.11,-0.16,-0.09
19480119,-1.44,-1.53,-2.19,-1.25,-1.19,-1.71
19480120,0.10,0.16,0.44,-0.12,0.06,0.47
19480121,-0.65,-0.68,-1.45,-0.87,-0.97,-1.31
19480122,-0.49,-0.90,-0.44,-0.87,-0.92,-0.01
19480123,-0.29,-0.02,0.05,-0.28,-0.31,-0.40
19480124,0.12,0.03,0.31,-0.04,0.02,0.27
19480126,-0.29,-0.08,-0.27,-0.41,0.13,-0.16
19480127,0.19,0.25,0.70,0.15,0.05,0.46
19480128,0.88,0.47,1.23,0.70,0.85,1.06
19480129,0.75,0.81,0.94,0.98,1.08,1.02
19480130,-0.03,0.05,-0.29,0.03,0.20,-0.18
19480131,-0.03,0.19,0.17,0.18,0.09,-0.02
19480202,0.17,-0.14,0.02,-0.02,0.01,-0.11
19480203,-0.72,-0.66,-0.91,-0.53,-0.51,-0.86
19480204,-2.26,-1.80,-3.17,-1.84,-1.70,-2.06
19480205,-0.71,-1.63,-1.10,-1.20,-1.02,-0.93
19480206,0.01,0.07,0.47,0.09,0.18,0.13
19480207,0.45,0.76,0.93,0.61,0.58,0.91
19480209,0.22,-0.09,-0.28,0.04,0.07,-0.07
19480210,-3.13,-3.02,-4.53,-2.59,-2.62,-3.58
19480211,-0.87,-0.76,-0.90,-0.32,-0.05,-0.28
19480213,0.03,-0.08,0.45,-0.11,-0.10,0.14
19480214,0.63,0.32,0.69,0.11,0.07,0.49
19480216,1.34,0.84,1.33,1.27,1.21,1.72
19480217,0.22,0.52,0.20,0.31,0.23,0.06
19480218,-0.73,-0.01,-0.40,0.00,-0.26,-0.15
19480219,0.13,-0.18,-0.16,-0.43,-0.01,-0.22
19480220,-0.78,-0.59,-0.80,-0.42,-0.38,-0.53
19480221,0.20,0.48,0.77,0.15,0.20,0.06
19480224,-0.32,-0.20,0.13,0.20,0.17,0.13
19480225,0.32,0.71,1.08,0.54,0.55,0.69
19480226,-0.49,-0.65,-0.49,-0.47,-0.43,-0.73
19480227,-0.73,-0.83,-0.54,-0.51,-0.33,-0.46
19480228,0.94,0.48,1.42,0.40,0.46,0.96
19480301,0.41,0.53,1.09,0.56,0.37,0.73
19480302,0.01,0.41,0.62,0.51,0.53,1.19
19480303,0.02,0.60,0.35,0.17,0.34,0.37
19480304,-0.09,-0.41,-0.73,-0.29,-0.11,-0.71
19480305,0.18,-0.09,0.26,0.15,0.09,0.06
19480306,0.66,0.31,0.82,0.40,0.43,0.43
19480308,-0.96,-0.59,-0.67,-0.68,-0.65,-0.84
19480309,-1.05,-0.92,-1.12,-0.49,-0.62,-0.74
19480310,0.58,0.31,1.38,0.27,0.37,0.85
19480311,-0.07,0.25,0.18,0.04,0.01,-0.26
19480312,-0.11,-0.17,-0.06,-0.08,-0.03,0.37
19480313,0.35,0.58,0.64,0.48,0.42,0.63
19480315,-0.28,-0.22,0.02,0.10,-0.10,-0.35
19480316,-1.82,-1.76,-2.85,-1.41,-1.57,-2.28
19480317,0.51,0.52,1.13,0.27,0.75,1.61
19480318,1.40,1.08,1.86,0.54,0.69,1.27
19480319,1.30,1.27,2.20,1.52,1.72,2.04
19480320,2.16,2.89,3.03,2.32,1.99,2.73
19480322,1.60,1.06,0.49,1.07,0.13,-0.27
19480323,0.45,-0.08,0.00,-0.09,0.23,0.31
19480324,-0.51,0.30,0.20,-0.10,0.16,0.03
19480325,-0.04,0.19,0.45,0.38,0.36,0.70
19480327,-0.06,0.09,-0.08,-0.18,-0.21,-0.13
19480329,-0.58,-0.42,-0.29,-0.08,0.09,-0.37
19480330,0.86,0.63,0.98,0.85,0.84,1.46
19480331,1.46,1.74,1.88,1.41,1.32,1.87
19480401,-0.31,0.20,-0.13,0.38,0.09,0.22
19480402,0.47,-0.10,-0.40,0.25,0.11,0.06
19480403,0.29,0.08,-0.02,0.17,0.13,0.13
19480405,0.40,0.22,0.23,0.15,0.33,0.17
19480406,-0.17,0.40,0.19,0.43,0.70,0.56
19480407,-0.43,-0.17,-0.35,-0.36,-0.10,-0.14
19480408,-0.22,0.12,0.43,0.10,0.39,0.53
19480409,-0.02,0.45,0.92,0.14,-0.03,0.19
19480410,0.07,-0.06,0.08,0.11,0.01,0.29
19480412,0.04,0.18,-0.41,-0.27,-0.03,-0.41
19480413,-0.10,-0.20,-0.02,-0.08,0.12,-0.01
19480414,-0.26,-0.12,0.15,-0.16,0.06,0.37
19480415,0.90,0.74,1.68,0.49,0.97,1.48
19480416,0.92,0.70,0.53,0.38,0.32,0.56
19480417,0.19,-0.20,-0.23,-0.02,-0.07,-0.23
19480419,0.06,0.73,1.06,0.27,0.52,1.31
19480420,-0.16,-0.29,-0.73,-0.17,0.05,-0.16
19480421,-0.36,-0.04,0.61,0.21,0.55,1.28
19480422,0.58,0.53,1.00,0.78,0.81,1.24
19480423,0.47,0.77,1.45,0.47,0.46,0.40
19480424,0.22,0.27,0.13,0.05,-0.25,-0.28
19480426,-0.87,-0.86,-2.05,-1.00,-1.06,-1.86
19480427,-0.06,0.08,0.70,0.20,-0.05,0.59
19480428,-0.02,0.28,0.21,-0.01,0.46,0.21
19480429,0.14,-0.24,-0.01,-0.26,0.00,0.68
19480430,-0.48,-0.61,-0.35,0.00,-0.18,-0.23
19480501,-0.16,-0.06,-0.45,-0.14,-0.26,-0.52
19480503,-0.05,0.37,1.08,0.64,0.74,1.06
19480504,0.55,-0.25,0.40,0.08,0.05,0.30
19480505,-0.31,-0.58,-1.42,-0.51,-0.33,-1.29
19480506,0.64,0.53,1.26,0.48,0.61,1.27
19480507,0.82,0.84,0.30,0.58,0.48,0.37
19480508,0.30,0.66,0.02,0.16,0.23,0.57
19480510,-0.73,-0.24,0.31,0.21,0.22,0.70
19480511,0.90,0.77,0.17,0.55,0.35,0.61
19480512,-0.09,0.31,0.30,0.25,0.22,0.02
19480513,0.98,0.74,0.91,0.56,0.51,0.63
19480514,2.82,2.81,2.96,2.17,1.59,2.47
19480515,2.16,1.27,1.15,1.20,0.82,0.42
19480517,1.46,0.67,0.30,0.25,0.34,0.60
19480518,-1.26,-0.96,-1.58,-0.90,-0.99,-1.09
19480519,0.14,0.06,0.36,0.10,0.15,0.38
19480520,1.26,1.06,1.67,0.53,0.77,1.31
19480521,0.27,0.56,0.61,0.59,0.12,0.40
19480522,0.32,0.18,0.24,0.10,0.16,0.42
19480524,-0.22,-0.02,-0.66,-0.01,-0.02,-0.49
19480525,-1.06,-0.78,-1.11,0.07,-0.34,-0.97
19480526,0.73,0.87,0.94,1.11,0.64,1.01
19480527,-0.50,-0.22,-0.61,0.17,-0.05,-0.76
19480528,0.09,-0.21,0.18,-0.01,0.33,0.26
19480601,-0.63,-0.09,-0.34,0.16,0.30,0.07
19480602,-0.24,0.05,-0.12,-0.02,0.43,0.40
19480603,-0.35,-0.65,-0.72,-0.23,-0.25,-0.68
19480604,-0.64,-0.67,-0.96,-0.60,-0.72,-1.16
19480607,-0.59,-0.81,-0.43,-0.19,-0.33,-0.14
19480608,1.39,1.48,2.84,1.26,1.37,2.67
19480609,0.76,0.82,0.82,0.45,0.64,0.57
19480610,-0.04,-0.10,0.19,-0.15,0.27,0.59
19480611,0.24,0.07,-0.02,0.12,0.13,0.60
19480614,-0.24,0.37,0.05,-0.08,0.10,0.14
19480615,0.00,0.10,-0.44,-0.01,0.60,0.61
19480616,-0.58,-0.49,-0.70,-0.43,-0.58,-0.43
19480617,-0.59,0.04,0.39,-0.09,-0.23,0.13
19480618,-0.53,-0.20,-0.26,-0.13,-0.28,-0.12
19480621,-1.21,-1.20,-1.65,-0.85,-0.79,-1.06
19480622,-0.41,-0.21,0.61,-0.17,-0.18,0.45
19480623,1.26,0.93,1.92,0.77,0.67,0.74
19480624,0.50,0.29,0.43,-0.02,-0.29,-0.25
19480625,-0.10,-0.54,-0.31,-0.24,-0.44,-0.41
19480628,-1.32,-1.23,-2.34,-1.07,-0.88,-1.99
19480629,0.11,0.18,0.77,0.52,0.28,0.37
19480630,0.36,0.31,0.87,0.39,0.52,0.66
19480701,-0.29,0.02,-0.35,-0.05,-0.31,-0.34
19480702,0.34,0.20,0.79,0.51,0.73,1.28
19480706,0.19,0.35,0.31,0.05,0.11,0.37
19480707,-0.27,-0.47,-0.13,-0.30,-0.21,-0.36
19480708,-0.26,0.07,0.07,0.07,-0.01,0.19
19480709,0.59,0.90,0.66,0.54,0.50,0.90
19480712,0.07,0.20,0.51,-0.14,-0.08,0.24
19480713,-0.54,-0.27,-0.46,-0.48,-0.47,-0.47
19480714,0.01,-0.18,0.15,0.11,0.03,0.53
19480715,-1.39,-1.05,-2.45,-1.39,-1.54,-2.63
19480716,-1.17,-1.35,-1.65,-1.35,-1.45,-1.63
19480719,-3.11,-3.32,-3.77,-3.07,-3.00,-3.90
19480720,1.31,1.16,1.66,1.27,1.46,1.95
19480721,0.54,0.43,0.71,0.74,0.41,0.23
19480722,0.31,0.46,0.55,0.70,0.46,0.80
19480723,0.48,0.29,0.35,0.43,0.27,0.46
19480726,-0.31,-0.55,-0.86,-0.55,-0.84,-0.93
19480727,-0.04,0.20,0.41,0.73,0.95,1.47
19480728,-0.01,-0.26,0.29,-0.42,-0.46,-0.34
19480729,-0.26,-0.51,-0.77,-0.82,-0.77,-0.55
19480730,-1.27,-1.62,-1.48,-1.62,-1.14,-1.54
19480802,-0.65,-0.23,-0.14,0.32,-0.21,-0.30
19480803,0.28,0.13,0.22,0.04,0.06,0.49
19480804,0.61,0.94,1.10,1.24,1.26,1.95
19480805,-0.03,-0.09,-0.12,-0.01,-0.16,-0.57
19480806,-0.46,0.03,0.05,0.04,0.16,0.28
19480809,-0.65,-0.75,-0.83,-0.65,-0.96,-1.32
19480810,-0.58,-0.78,-1.19,-0.83,-1.03,-1.19
19480811,-0.96,-1.50,-1.82,-0.78,-0.58,-0.63
19480812,0.42,0.75,0.43,0.40,0.34,0.20
19480813,0.06,0.09,-0.07,0.12,-0.09,-0.19
19480816,-0.09,0.01,-0.16,0.18,0.09,0.05
19480817,0.74,0.78,1.35,1.03,0.90,1.32
19480818,0.30,0.14,0.16,0.12,-0.05,-0.34
19480819,-0.26,-0.14,-0.14,0.14,0.09,0.64
19480820,0.52,0.42,0.61,0.66,0.65,0.99
19480823,-1.04,-0.72,-0.92,-0.85,-0.94,-1.79
19480824,0.40,0.00,0.63,0.29,0.13,0.95
19480825,-0.06,0.01,-0.25,-0.13,-0.03,-0.54
19480826,-0.12,-0.05,0.02,0.07,0.17,0.17
19480827,0.40,0.67,0.49,0.40,0.45,0.91
19480830,0.07,0.04,-0.21,-0.64,-0.28,-0.36
19480831,-0.11,-0.31,0.49,-0.25,-0.13,-0.04
19480901,1.03,1.32,1.42,1.28,0.93,2.02
19480902,0.54,0.44,1.05,0.73,0.69,0.67
19480903,-0.29,-0.13,-0.37,-0.08,0.10,-0.40
19480907,0.11,0.11,0.66,0.56,0.08,0.78
19480908,-1.09,-1.10,-2.19,-1.32,-1.24,-2.42
19480909,-1.31,-1.85,-1.89,-1.47,-1.43,-2.23
19480910,-0.31,-0.21,-0.50,0.01,-0.23,0.19
19480913,-0.50,-0.51,-0.51,-0.77,-0.73,-0.89
19480914,0.41,0.41,0.75,0.74,0.82,1.15
19480915,0.36,0.20,0.19,-0.04,-0.10,-0.22
19480916,0.02,0.02,-0.06,-0.07,0.00,0.39
19480917,-0.37,-0.55,-0.77,-0.44,-0.40,-0.76
19480920,-1.30,-2.11,-2.72,-1.80,-1.45,-2.57
19480921,-0.04,0.05,0.31,0.64,0.57,1.00
19480922,0.55,0.62,0.96,0.32,0.51,0.93
19480923,0.06,-0.10,-0.27,-0.36,-0.18,-0.69
19480924,-0.11,0.16,-0.16,0.14,0.26,0.24
19480927,-1.74,-2.17,-2.99,-2.08,-2.23,-3.23
19480928,0.67,0.40,0.44,0.71,1.01,1.77
19480929,0.42,1.07,1.16,0.98,0.98,0.95
19480930,-0.08,-0.30,-0.03,-0.37,-0.36,-0.28
19481001,0.56,0.49,0.56,0.98,0.95,1.37
19481002,0.39,0.74,0.93,0.43,0.53,0.76
19481004,0.55,0.51,0.56,0.58,0.54,0.57
19481005,-0.21,-0.65,-0.58,-0.36,-0.26,-0.73
19481006,0.29,0.53,0.47,0.27,0.32,0.55
19481007,0.50,0.36,0.65,0.49,0.59,0.67
19481008,-0.25,-0.10,-0.25,-0.04,-0.18,-0.37
19481009,0.12,-0.02,0.28,0.02,0.07,0.09
19481011,-0.05,-0.25,-0.57,0.16,-0.04,-0.44
19481013,0.31,0.90,1.10,0.84,0.97,1.33
19481014,0.36,0.22,0.58,0.35,0.36,0.12
19481015,0.02,0.01,-0.13,-0.21,0.02,0.03
19481016,-0.03,0.01,0.47,0.32,0.08,0.29
19481018,0.25,0.45,0.19,0.10,0.37,0.48
19481019,0.09,0.52,0.39,0.53,0.25,0.54
19481020,0.67,0.69,0.88,0.51,0.24,0.72
19481021,0.05,0.23,0.62,0.17,-0.04,0.38
19481022,1.24,1.08,1.76,1.40,1.28,1.75
19481023,0.36,0.57,0.55,0.16,0.47,0.29
19481025,-0.27,-0.78,-0.91,-0.39,-0.53,-0.98
19481026,-0.26,-0.12,-0.33,0.12,-0.11,-0.26
19481027,-0.15,-0.20,-0.85,0.02,-0.21,-0.37
19481028,-0.80,-0.69,-0.93,-0.52,-0.64,-1.20
19481029,0.14,-0.03,-0.33,0.15,0.38,0.27
19481030,0.13,0.11,0.21,0.16,0.32,0.32
19481101,0.68,1.07,1.24,0.82,0.59,0.98
19481103,-4.41,-5.55,-6.26,-4.24,-3.99,-5.64
19481104,1.87,2.27,2.25,1.57,1.31,1.45
19481105,-3.44,-3.83,-5.28,-3.75,-3.61,-5.47
19481106,0.32,0.46,0.77,0.29,0.36,0.74
19481108,0.15,0.19,0.17,0.01,0.25,0.56
19481109,-2.58,-3.16,-4.18,-2.63,-2.95,-4.31
19481110,-0.88,-0.36,-0.44,-0.09,-0.20,-0.29
19481112,0.53,0.71,0.70,0.35,0.39,0.34
19481113,0.28,0.01,0.24,0.26,0.31,0.03
19481115,0.58,1.04,1.44,1.23,0.96,1.45
19481116,0.20,0.49,0.34,0.48,0.06,0.37
19481117,-0.33,-0.60,-0.37,-0.35,-0.20,-0.55
19481118,0.42,0.38,0.22,0.37,0.25,0.06
19481119,0.19,0.47,0.59,0.38,0.34,0.66
19481120,0.08,0.22,0.35,0.11,0.23,0.16
19481122,-0.07,-0.75,-1.19,-0.66,-0.52,-0.84
19481123,-0.76,-0.29,-0.80,-0.24,-0.09,-0.31
19481124,-1.39,-1.54,-1.97,-1.53,-1.26,-1.76
19481126,-0.19,-0.13,-0.17,0.00,0.00,-0.26
19481127,0.14,0.14,0.08,0.03,-0.16,-0.08
19481129,-0.80,-0.62,-0.91,-0.54,-0.76,-0.95
19481130,-0.55,-0.57,-0.19,-0.38,-0.24,-0.29
19481201,1.04,1.45,1.59,1.56,1.39,2.47
19481202,0.77,0.38,0.93,0.32,0.30,0.52
19481203,0.23,0.34,0.42,0.51,0.63,0.52
19481204,0.44,0.69,0.90,0.71,0.84,1.08
19481206,0.02,0.01,0.16,0.21,0.07,0.19
19481207,0.13,0.17,-0.42,0.15,0.05,-0.22
19481208,-0.37,-0.14,-0.18,-0.01,0.01,-0.71
19481209,-0.23,-0.55,-0.53,-0.09,-0.34,-0.49
19481210,0.21,-0.02,-0.27,0.22,0.14,0.27
19481211,0.62,0.71,1.06,0.57,0.73,1.33
19481213,-0.18,0.09,-0.01,-0.05,0.02,-0.11
19481214,-0.32,-1.09,-1.01,-0.31,-0.55,-0.84
19481215,-0.11,-0.42,-0.60,-0.33,-0.32,-0.55
19481216,-0.21,-0.50,-0.60,-0.14,-0.18,-0.58
19481217,0.23,0.02,0.15,0.27,0.21,0.18
19481218,0.51,0.04,0.13,-0.11,-0.03,-0.06
19481220,-0.50,-0.03,-0.40,0.62,-0.27,-0.11
19481221,-0.27,-0.35,-0.18,-0.23,-0.24,-0.25
19481222,-0.39,0.04,0.00,-0.03,0.18,-0.17
19481223,0.13,-0.06,0.24,0.20,-0.02,0.05
19481224,0.25,0.43,1.15,0.70,0.53,0.86
19481227,-0.16,-0.47,-0.95,-0.10,-0.45,-0.81
19481228,-1.56,-1.37,-1.37,-0.78,-0.60,-0.60
19481229,1.31,0.96,0.77,1.08,1.15,1.33
19481230,0.22,-0.15,0.12,0.30,0.10,-0.57
19481231,-0.39,-0.14,-0.89,-0.37,-0.60,-0.40
19490103,-0.56,-0.70,-0.84,-1.57,-1.30,-1.55
19490104,0.35,0.67,1.28,0.14,0.47,0.83
19490105,1.02,1.27,1.36,0.97,1.00,1.13
19490106,2.05,2.07,2.44,2.02,1.86,2.33
19490107,1.34,1.60,1.61,0.92,0.42,0.96
19490108,0.01,0.12,-0.22,0.11,-0.03,-0.13
19490110,-0.22,-0.87,-0.94,-0.52,-0.83,-1.06
19490111,-0.06,0.02,-0.04,0.00,0.07,0.05
19490112,-0.16,0.19,0.00,0.00,-0.15,-0.29
19490113,-0.70,-0.58,-0.42,-0.33,-0.53,-0.83
19490114,-0.82,-1.29,-1.16,-0.78,-0.84,-0.86
19490115,0.15,0.16,0.47,0.20,0.07,0.49
19490117,0.21,0.26,0.01,0.42,0.16,0.53
19490118,0.30,0.51,0.48,0.32,0.20,0.08
19490119,0.20,0.12,0.44,0.12,0.46,0.55
19490120,0.43,0.20,0.60,0.47,0.34,0.47
19490121,0.05,0.14,0.01,-0.13,-0.22,-0.14
19490122,0.33,0.20,0.19,0.16,0.17,0.16
19490124,-0.41,-0.08,-0.16,-0.35,-0.41,0.01
19490125,-0.55,-0.80,-0.62,-0.66,-0.58,-0.94
19490126,-0.23,-0.32,-0.37,-0.33,-0.50,0.34
19490127,-0.58,-0.24,-0.30,-0.30,-0.53,-0.27
19490128,-0.46,-0.91,-0.81,-0.30,-0.39,-0.71
19490129,0.08,0.28,0.15,0.09,0.28,0.40
19490131,-0.48,-0.23,-0.14,-0.05,-0.21,-0.18
19490201,0.12,0.25,0.20,0.72,0.37,0.45
19490202,0.16,0.21,0.50,0.28,0.13,0.07
19490203,-0.18,-0.22,-0.30,-0.07,-0.28,-0.39
19490204,-0.97,-1.50,-1.60,-1.36,-1.22,-1.89
19490205,-1.00,-1.39,-2.08,-1.36,-1.50,-1.90
19490207,-0.93,-0.69,-0.97,-0.66,-0.58,-1.12
19490208,-0.48,-0.45,-0.03,-0.30,0.06,0.11
19490209,0.52,0.30,0.65,0.58,0.61,0.85
19490210,-1.01,-0.92,-1.27,-1.19,-1.18,-1.41
19490211,-0.40,-0.35,-0.29,-0.10,0.15,0.09
19490214,0.04,0.43,0.06,0.11,0.13,0.41
19490215,0.22,0.15,0.38,0.44,0.41,0.25
19490216,0.28,0.34,0.26,0.62,0.52,0.77
19490217,0.52,0.84,0.95,0.91,0.75,1.03
19490218,0.12,-0.12,-0.07,-0.29,-0.16,-0.32
19490219,-0.23,-0.08,-0.31,-0.19,-0.01,-0.29
19490221,-0.40,-0.37,-0.59,-0.08,-0.35,-0.42
19490223,-0.78,-0.62,-1.26,-0.62,-0.72,-1.19
19490224,-0.91,-0.73,-1.19,-0.87,-0.89,-1.20
19490225,-0.54,-0.30,0.08,-0.20,-0.25,-0.07
19490226,0.47,0.61,0.47,0.37,0.38,0.80
19490228,-0.13,0.72,0.70,0.79,0.91,1.33
19490301,0.52,0.25,1.20,0.54,0.49,0.52
19490302,-0.01,0.22,-0.15,0.10,-0.04,-0.12
19490303,0.47,0.00,0.04,-0.06,0.01,-0.30
19490304,0.14,-0.26,-0.19,0.14,0.29,0.38
19490305,0.83,0.84,1.09,0.84,0.87,1.23
19490307,0.90,0.68,0.67,0.33,0.51,1.04
19490308,0.28,0.47,0.77,0.45,0.30,0.12
19490309,-0.06,-0.15,-0.32,-0.12,-0.16,-0.29
19490310,-0.08,0.09,-0.04,0.13,0.16,0.01
19490311,0.78,0.93,0.81,0.95,0.75,1.46
19490312,0.40,0.48,0.93,0.27,0.40,0.35
19490314,-0.02,-0.19,-0.21,-0.04,0.05,0.05
19490315,-0.23,-0.75,-0.49,-0.47,-0.67,-1.01
19490316,-0.48,-0.31,-0.56,-0.32,-0.49,-0.39
